;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;No_voie;Type_de_voie;Voie;Code_postal;Commune;Code_departement;Surface_reelle_bati;Nombre_pieces_principales
2514491;1;2019-07-03;Vente;715000.0;72.0;BD;PEREIRE;75017.0;PARIS 17;75;64.0;1.0
2514492;1;2019-07-03;Vente;966950.0;116.0;AV;DE VILLIERS;75017.0;PARIS 17;75;75.0;4.0
2514493;1;2019-03-13;Vente;967300.0;16.0;RUE;LACROIX;75017.0;PARIS 17;75;90.0;6.0
2514494;1;2019-03-14;Vente;134010.0;14.0;AV;DE SALONIQUE;75017.0;PARIS 17;75;49.0;2.0
2514496;1;2019-11-03;Vente;245000.0;15.0;RUE;BOULAY;75017.0;PARIS 17;75;28.0;2.0
2514497;1;2019-03-13;Vente;1215000.0;42.0;RUE;LAUGIER;75017.0;PARIS 17;75;57.0;2.0
2514498;1;2019-03-13;Vente;1215000.0;42.0;RUE;LAUGIER;75017.0;PARIS 17;75;30.0;1.0
2514499;1;2019-01-03;Vente;925000.0;40.0;RUE;DES MOINES;75017.0;PARIS 17;75;79.0;4.0
2514500;1;2019-02-22;Vente;301000.0;18.0;RUE;EMILE LEVEL;75017.0;PARIS 17;75;36.0;2.0
2514501;1;2019-04-03;Vente;1400000.0;60.0;AV;DE WAGRAM;75017.0;PARIS 17;75;66.0;4.0
2514502;1;2019-03-14;Vente;325000.0;171.0;AV;DE CLICHY;75017.0;PARIS 17;75;28.0;2.0
2514503;1;2019-11-03;Vente;237000.0;140.0;RUE;DE TOCQUEVILLE;75017.0;PARIS 17;75;33.0;1.0
2514504;1;2019-03-18;Vente;220000.0;116.0;RUE;DES MOINES;75017.0;PARIS 17;75;32.0;2.0
2514505;1;2019-02-28;Vente;555000.0;36.0;RUE;DES MOINES;75017.0;PARIS 17;75;48.0;3.0
2514506;1;2019-02-28;Vente;460000.0;33.0;RUE;DAUTANCOURT;75017.0;PARIS 17;75;39.0;2.0
2514508;1;2019-03-13;Vente;1300000.0;2.0;RUE;DES COLONELS RENARD;75017.0;PARIS 17;75;135.0;5.0
2514510;1;2019-04-03;Vente;1454000.0;8.0;RUE;DE LA TERRASSE;75017.0;PARIS 17;75;127.0;5.0
2514511;1;2019-02-27;Vente;398900.0;19.0;RUE;LAMANDE;75017.0;PARIS 17;75;32.0;2.0
2514512;1;2019-08-03;Vente;703000.0;130.0;BD;PEREIRE;75017.0;PARIS 17;75;58.0;1.0
2514513;1;2019-05-03;Vente;117000.0;15.0;RUE;DES APENNINS;75017.0;PARIS 17;75;10.0;1.0
2514514;1;2019-12-03;Vente;880000.0;30.0;AV;CARNOT;75017.0;PARIS 17;75;80.0;4.0
2514515;1;2019-02-25;Vente;125000.0;9.0;RUE;RENNEQUIN;75017.0;PARIS 17;75;14.0;1.0
2514516;1;2019-02-22;Vente;507200.0;6.0;PAS;SAINT MICHEL;75017.0;PARIS 17;75;53.0;2.0
2514518;1;2019-03-13;Vente;750000.0;106.0;RUE;NOLLET;75017.0;PARIS 17;75;63.0;3.0
2514519;1;2019-07-03;Vente;473500.0;14.0;RUE;SAUSSIER LEROY;75017.0;PARIS 17;75;46.0;3.0
2514521;1;2019-01-31;Vente;175000.0;12.0;RUE;DENIS POISSON;75017.0;PARIS 17;75;30.0;1.0
2514524;1;2019-11-03;Vente;320000.0;38.0;RUE;DE TOCQUEVILLE;75017.0;PARIS 17;75;36.0;2.0
2514526;1;2019-02-22;Vente;1165000.0;11.0;RUE;VERNIQUET;75017.0;PARIS 17;75;118.0;4.0
2514527;1;2019-02-27;Vente;290000.0;66.0;RUE;PIERRE DEMOURS;75017.0;PARIS 17;75;34.0;2.0
2514528;1;2019-02-28;Vente;605000.0;63.0;RUE;NOLLET;75017.0;PARIS 17;75;57.0;3.0
2514529;1;2019-08-03;Vente;962010.0;3.0;RUE;MEDERIC;75017.0;PARIS 17;75;90.0;3.0
2514530;1;2019-01-03;Vente;380000.0;3.0;RUE;DU DOBROPOL;75017.0;PARIS 17;75;41.0;1.0
2514531;1;2019-06-03;Vente;640000.0;12.0;RUE;DE L ETOILE;75017.0;PARIS 17;75;60.0;2.0
2514532;1;2019-03-18;Vente;960000.0;96.0;RUE;DE LEVIS;75017.0;PARIS 17;75;88.0;3.0
2514533;1;2019-03-21;Vente;957600.0;67.0;RUE;AMPERE;75017.0;PARIS 17;75;75.0;3.0
2514534;1;2019-02-27;Vente;170500.0;27.0;RUE;POUCHET;75017.0;PARIS 17;75;18.0;1.0
2514537;1;2019-03-15;Vente;399000.0;17.0;RUE;DES ACACIAS;75017.0;PARIS 17;75;36.0;1.0
2514539;1;2019-01-03;Vente;336000.0;171.0;RUE;LEGENDRE;75017.0;PARIS 17;75;33.0;4.0
2514540;1;2019-03-13;Vente;120000.0;3.0;PAS;MONCEY;75017.0;PARIS 17;75;8.0;1.0
2514541;1;2019-02-25;Vente;940400.0;28.0;RUE;GUERSANT;75017.0;PARIS 17;75;79.0;4.0
2514544;1;2019-06-03;Vente;203000.0;34.0;RUE;EMILE LEVEL;75017.0;PARIS 17;75;22.0;1.0
2514545;1;2019-03-20;Vente;475000.0;17.0;RUE;LEMERCIER;75017.0;PARIS 17;75;48.0;3.0
2514549;1;2019-01-03;Vente;272000.0;3.0;RUE;FRAGONARD;75017.0;PARIS 17;75;46.0;2.0
2514550;1;2019-01-03;Vente;272000.0;3.0;RUE;FRAGONARD;75017.0;PARIS 17;75;32.0;1.0
2514552;1;2019-03-22;Vente;681000.0;112.0;BD;MALESHERBES;75017.0;PARIS 17;75;86.0;3.0
2514553;1;2019-03-18;Vente;185250.0;169.0;RUE;LEGENDRE;75017.0;PARIS 17;75;20.0;1.0
2514554;1;2019-03-21;Vente;418850.0;3.0;RUE;DU DOBROPOL;75017.0;PARIS 17;75;41.0;1.0
2514557;1;2019-01-03;Vente;386000.0;11.0;RUE;ALFRED DE VIGNY;75017.0;PARIS 17;75;33.0;2.0
2514558;1;2019-01-03;Vente;665000.0;26.0;RUE;JULIETTE LAMBER;75017.0;PARIS 17;75;70.0;3.0
2514559;1;2019-03-21;Vente;245000.0;8.0;VLA;COMPOINT;75017.0;PARIS 17;75;26.0;1.0
2514560;1;2019-02-28;Vente;202665.0;54.0;RUE;DE LA JONQUIERE;75017.0;PARIS 17;75;14.0;1.0
2514561;1;2019-06-03;Vente;5220.0;163.0;RUE;LEGENDRE;75017.0;PARIS 17;75;21.0;1.0
2514562;1;2019-07-03;Vente;14000.0;8.0;RUE;DU DOBROPOL;75017.0;PARIS 17;75;20.0;1.0
2514564;1;2019-12-03;Vente;1099850.0;39.0;RUE;GUY MOQUET;75017.0;PARIS 17;75;87.0;4.0
2514565;1;2019-03-21;Vente;1720200.0;157.0;AV;DE WAGRAM;75017.0;PARIS 17;75;200.0;5.0
2514568;1;2019-11-03;Vente;73100000.0;34.0;BD;DE COURCELLES;75017.0;PARIS 17;75;34.0;2.0
2514569;1;2019-03-19;Vente;840605.0;159.0;BD;MALESHERBES;75017.0;PARIS 17;75;70.0;3.0
2514570;1;2019-03-20;Vente;2900000.0;54.0;RUE;DE PRONY;75017.0;PARIS 17;75;246.0;7.0
2514572;1;2019-03-22;Vente;529100.0;11.0;RUE;GUERSANT;75017.0;PARIS 17;75;45.0;3.0
2514574;1;2019-08-03;Vente;375000.0;5.0;RUE;DU DOBROPOL;75017.0;PARIS 17;75;41.0;2.0
2514575;1;2019-07-03;Vente;230000.0;47.0;RUE;GUY MOQUET;75017.0;PARIS 17;75;28.0;1.0
2514576;1;2019-03-13;Vente;232000.0;183.0;RUE;LEGENDRE;75017.0;PARIS 17;75;35.0;2.0
2514577;1;2019-03-14;Vente;188000.0;89.0;RUE;DE LA JONQUIERE;75017.0;PARIS 17;75;28.0;1.0
2514578;1;2019-07-03;Vente;890000.0;96.0;AV;DE VILLIERS;75017.0;PARIS 17;75;86.0;5.0
2514580;1;2019-06-03;Vente;415000.0;184.0;RUE;LEGENDRE;75017.0;PARIS 17;75;36.0;2.0
2514583;1;2019-03-20;Vente;544300.0;28.0;RUE;DE CHAZELLES;75017.0;PARIS 17;75;46.0;2.0
2514586;1;2019-03-22;Vente;590000.0;123.0;RUE;DES DAMES;75017.0;PARIS 17;75;59.0;3.0
2514587;1;2019-06-03;Vente;590000.0;133.0;AV;DE WAGRAM;75017.0;PARIS 17;75;52.0;2.0
2514588;1;2019-03-22;Vente;1.0;8.0;RUE;BALNY D AVRICOURT;75017.0;PARIS 17;75;101.0;4.0
2514591;1;2019-03-26;Vente;1395000.0;62.0;RUE;PIERRE DEMOURS;75017.0;PARIS 17;75;100.0;4.0
2514592;1;2019-03-20;Vente;470400.0;180.0;AV;DE CLICHY;75017.0;PARIS 17;75;50.0;3.0
2514593;1;2019-03-26;Vente;131000.0;2.0;RUE;LEMERCIER;75017.0;PARIS 17;75;14.0;1.0
2514594;1;2019-03-25;Vente;595000.0;15.0;RUE;COLLETTE;75017.0;PARIS 17;75;60.0;3.0
2514596;1;2019-03-18;Vente;323000.0;14.0;RUE;GUSTAVE CHARPENTIER;75017.0;PARIS 17;75;37.0;1.0
2514597;1;2019-04-03;Vente;625000.0;198.0;RUE;DE COURCELLES;75017.0;PARIS 17;75;55.0;3.0
2514602;1;2019-11-03;Vente;158500.0;15.0;RUE;LECLUSE;75017.0;PARIS 17;75;18.0;1.0
2514603;1;2019-07-03;Vente;961353.0;57.0;BD;PEREIRE;75017.0;PARIS 17;75;100.0;4.0
2514604;1;2019-06-03;Vente;265000.0;23.0;RUE;DE LA FELICITE;75017.0;PARIS 17;75;29.0;1.0
2514605;1;2019-03-20;Vente;320000.0;12.0;RUE;DAUTANCOURT;75017.0;PARIS 17;75;38.0;2.0
2514607;1;2019-03-14;Vente;1087000.0;11.0;RUE;THEODULE RIBOT;75017.0;PARIS 17;75;96.0;4.0
2514609;1;2019-03-25;Vente;580200.0;118.0;BD;DE COURCELLES;75017.0;PARIS 17;75;59.0;3.0
2514610;1;2019-03-15;Vente;365649.75;46.0;RUE;SAUFFROY;75017.0;PARIS 17;75;37.0;2.0
2514611;1;2019-03-21;Vente;90000.0;7.0;RUE;DE LA JONQUIERE;75017.0;PARIS 17;75;26.0;1.0
2514612;1;2019-03-14;Vente;302000.0;71.0;RUE;LEGENDRE;75017.0;PARIS 17;75;29.0;1.0
2514613;1;2019-07-03;Vente;941748.0;5.0;RUE;BRIDAINE;75017.0;PARIS 17;75;65.0;2.0
2514614;1;2019-01-03;Vente;1077000.0;49.0;BD;PEREIRE;75017.0;PARIS 17;75;89.0;4.0
2514616;1;2019-03-19;Vente;2100000.0;82.0;AV;NIEL;75017.0;PARIS 17;75;200.0;5.0
2514617;1;2019-03-27;Vente;173500.0;13.0;RUE;DU DOCTEUR HEULIN;75017.0;PARIS 17;75;17.0;1.0
2514618;1;2019-03-25;Vente;850000.0;7.0;RUE;JEAN BAPTISTE DUMAS;75017.0;PARIS 17;75;16.0;1.0
2514619;1;2019-03-25;Vente;850000.0;7.0;RUE;JEAN BAPTISTE DUMAS;75017.0;PARIS 17;75;75.0;3.0
2514620;1;2019-03-13;Vente;300000.0;47.0;RUE;DES ACACIAS;75017.0;PARIS 17;75;29.0;1.0
2514621;1;2019-03-14;Vente;551500.0;4.0;RUE;TORRICELLI;75017.0;PARIS 17;75;49.0;3.0
2514624;1;2019-08-03;Vente;840000.0;8.0;RUE;DE LA TERRASSE;75017.0;PARIS 17;75;46.0;2.0
2514633;1;2019-03-18;Vente;100000.0;97.0;RUE;DE PRONY;75017.0;PARIS 17;75;9.0;1.0
2514635;1;2019-01-03;Vente;321900.0;25.0;AV;DE WAGRAM;75017.0;PARIS 17;75;28.0;2.0
2514640;1;2019-03-13;Vente;7300.0;47.0;RUE;NOLLET;75017.0;PARIS 17;75;38.0;2.0
2514645;1;2019-03-26;Vente;620000.0;38.0;BD;GOUVION ST CYR;75017.0;PARIS 17;75;60.0;1.0
2514646;1;2019-11-03;Vente;210000.0;15.0;RUE;BOULAY;75017.0;PARIS 17;75;29.0;2.0
2514647;1;2019-03-15;Vente;628000.0;33.0;RUE;DULONG;75017.0;PARIS 17;75;58.0;2.0
2514649;1;2019-03-25;Vente;626100.0;16.0;RUE;DESCOMBES;75017.0;PARIS 17;75;57.0;3.0
2514650;1;2019-03-18;Vente;510000.0;9.0;RUE;DE L ARC DE TRIOMPHE;75017.0;PARIS 17;75;40.0;3.0
2514652;1;2019-03-26;Vente;181000.0;29.0;RUE;DES APENNINS;75017.0;PARIS 17;75;24.0;1.0
2514653;1;2019-03-18;Vente;1050000.0;69.0;AV;DE WAGRAM;75017.0;PARIS 17;75;98.0;3.0
2514655;1;2019-12-03;Vente;682500.0;161.0;BD;MALESHERBES;75017.0;PARIS 17;75;62.0;3.0
2514656;1;2019-03-25;Vente;323145.0;75.0;AV;DE SAINT OUEN;75017.0;PARIS 17;75;29.0;3.0
2514657;1;2019-03-19;Vente;290000.0;18.0;RUE;BREY;75017.0;PARIS 17;75;24.0;1.0
2514658;1;2019-03-29;Vente;2343000.0;18.0;RUE;THEODULE RIBOT;75017.0;PARIS 17;75;231.0;6.0
2514660;1;2019-03-29;Vente;1309550.0;155.0;RUE;DE COURCELLES;75017.0;PARIS 17;75;107.0;4.0
2514661;1;2019-03-20;Vente;360000.0;25.0;AV;CARNOT;75017.0;PARIS 17;75;30.0;1.0
2514663;1;2019-06-03;Vente;570000.0;53.0;BD;GOUVION ST CYR;75017.0;PARIS 17;75;55.0;3.0
2514664;1;2019-03-18;Vente;683900.0;25.0;RUE;LA CONDAMINE;75017.0;PARIS 17;75;69.0;4.0
2514665;1;2019-03-13;Vente;1504800.0;13.0;BD;PEREIRE;75017.0;PARIS 17;75;117.0;5.0
2514666;1;2019-03-13;Vente;1504800.0;13.0;BD;PEREIRE;75017.0;PARIS 17;75;11.0;1.0
2514667;1;2019-03-27;Vente;457650.0;22.0;RUE;BOURSAULT;75017.0;PARIS 17;75;45.0;2.0
2514668;1;2019-03-21;Vente;608350.0;22.0;RUE;RENNEQUIN;75017.0;PARIS 17;75;55.0;2.0
2514669;1;2019-03-19;Vente;520300.0;63.0;RUE;DULONG;75017.0;PARIS 17;75;56.0;3.0
2514670;1;2019-03-20;Vente;605000.0;21.0;RUE;JEAN LECLAIRE;75017.0;PARIS 17;75;67.0;3.0
2514672;1;2019-03-29;Vente;1843250.0;87.0;AV;DE WAGRAM;75017.0;PARIS 17;75;143.0;6.0
2514673;1;2019-03-26;Vente;60000.0;33.0;RUE;LEMERCIER;75017.0;PARIS 17;75;12.0;1.0
2514674;1;2019-03-13;Vente;160000.0;36.0;RUE;BERZELIUS;75017.0;PARIS 17;75;21.0;2.0
2514675;1;2019-03-20;Vente;266000.0;54.0;RUE;GUY MOQUET;75017.0;PARIS 17;75;26.0;2.0
2514677;1;2019-03-29;Vente;648000.0;24.0;RUE;PONCELET;75017.0;PARIS 17;75;57.0;3.0
2514679;1;2019-03-21;Vente;479000.0;94.0;BD;PEREIRE;75017.0;PARIS 17;75;36.0;1.0
2514680;1;2019-03-27;Vente;1842100.0;36.0;RUE;DE PRONY;75017.0;PARIS 17;75;157.0;5.0
2514681;1;2019-03-21;Vente;643000.0;29.0;RUE;BARON;75017.0;PARIS 17;75;72.0;3.0
2514682;1;2019-03-14;Vente;415600.0;11.0;CITE;DE PUSY;75017.0;PARIS 17;75;45.0;3.0
2514684;1;2019-03-28;Vente;69000.0;82.0;AV;NIEL;75017.0;PARIS 17;75;190.0;6.0
2514686;1;2019-03-27;Vente;285400.0;28.0;RUE;LA CONDAMINE;75017.0;PARIS 17;75;27.0;2.0
2514687;1;2019-08-03;Vente;1185000.0;28.0;RUE;GUILLAUME TELL;75017.0;PARIS 17;75;107.0;5.0
2514688;1;2019-03-21;Vente;220000.0;7.0;PAS;CARDINET;75017.0;PARIS 17;75;25.0;2.0
2514689;1;2019-11-03;Vente;645000.0;24.0;RUE;LEON JOST;75017.0;PARIS 17;75;55.0;3.0
2514690;1;2019-03-15;Vente;675000.0;188.0;BD;PEREIRE;75017.0;PARIS 17;75;80.0;4.0
2514693;1;2019-03-15;Vente;510000.0;1.0;RUE;BERZELIUS;75017.0;PARIS 17;75;48.0;3.0
2514694;1;2019-03-25;Vente;740000.0;21.0;RUE;JEAN LECLAIRE;75017.0;PARIS 17;75;67.0;3.0
2514696;1;2019-03-25;Vente;830000.0;71.0;RUE;TRUFFAUT;75017.0;PARIS 17;75;59.0;3.0
2514702;1;2019-03-18;Vente;445000.0;9.0;RUE;BELIDOR;75017.0;PARIS 17;75;42.0;2.0
2514703;1;2019-03-15;Vente;393000.0;28.0;RUE;PIERRE DEMOURS;75017.0;PARIS 17;75;37.0;2.0
2514704;1;2019-01-04;Vente;238000.0;16.0;RUE;JACQUEMONT;75017.0;PARIS 17;75;37.0;2.0
2514705;1;2019-03-15;Vente;797600.0;31.0;RUE;GUERSANT;75017.0;PARIS 17;75;73.0;4.0
2514706;1;2019-03-29;Vente;265000.0;83.0;RUE;SAUSSURE;75017.0;PARIS 17;75;23.0;1.0
2514707;1;2019-12-03;Vente;215000.0;41.0;RUE;SAUFFROY;75017.0;PARIS 17;75;18.0;1.0
2514708;1;2019-01-04;Vente;442650.0;12.0;PAS;ROUX;75017.0;PARIS 17;75;21.0;1.0
2514709;1;2019-01-04;Vente;442650.0;12.0;PAS;ROUX;75017.0;PARIS 17;75;21.0;1.0
2514710;1;2019-12-03;Vente;236800.0;73.0;AV;DE SAINT OUEN;75017.0;PARIS 17;75;22.0;2.0
2514711;1;2019-03-19;Vente;712750.0;6.0;RUE;DARCET;75017.0;PARIS 17;75;55.0;3.0
2514714;1;2019-01-04;Vente;210000.0;25.0;RUE;POUCHET;75017.0;PARIS 17;75;20.0;1.0
2514715;1;2019-01-04;Vente;300000.0;10.0;RUE;JACQUES KELLNER;75017.0;PARIS 17;75;33.0;2.0
2514716;1;2019-03-04;Vente;970000.0;123.0;BD;BESSIERES;75017.0;PARIS 17;75;111.0;5.0
2514717;1;2019-03-22;Vente;1058000.0;11.0;RUE;JEAN BAPTISTE DUMAS;75017.0;PARIS 17;75;108.0;5.0
2514718;1;2019-02-04;Vente;1013000.0;20.0;RUE;DES ACACIAS;75017.0;PARIS 17;75;98.0;3.0
2514719;1;2019-03-14;Vente;322800.0;65.0;RUE;RENNEQUIN;75017.0;PARIS 17;75;30.0;1.0
2514720;1;2019-03-28;Vente;1491750.0;32.0;RUE;PIERRE DEMOURS;75017.0;PARIS 17;75;117.0;5.0
2514723;1;2019-03-14;Vente;361000.0;68.0;RUE;PIERRE DEMOURS;75017.0;PARIS 17;75;34.0;2.0
2514726;1;2019-05-04;Vente;635000.0;71.0;RUE;NOLLET;75017.0;PARIS 17;75;62.0;3.0
2514727;1;2019-03-20;Vente;638750.0;7.0;AV;LA PORTE DE VILLIERS;75017.0;PARIS 17;75;66.0;4.0
2514728;1;2019-03-13;Vente;7800.0;8.0;RUE;DE MONBEL;75017.0;PARIS 17;75;137.0;4.0
2514729;1;2019-03-13;Vente;6400.0;8.0;RUE;DE MONBEL;75017.0;PARIS 17;75;140.0;5.0
2514730;1;2019-03-14;Vente;12000.0;8.0;RUE;DE MONBEL;75017.0;PARIS 17;75;133.0;6.0
2514732;1;2019-07-03;Vente;955600.0;22.0;RUE;LA CONDAMINE;75017.0;PARIS 17;75;90.0;4.0
2514733;1;2019-03-19;Vente;187870.0;47.0;RUE;DES EPINETTES;75017.0;PARIS 17;75;35.0;2.0
2514734;1;2019-03-26;Vente;775000.0;3.0;RUE;BARON;75017.0;PARIS 17;75;81.0;3.0
2514735;1;2019-03-20;Vente;257500.0;2.0;PAS;ROUX;75017.0;PARIS 17;75;20.0;1.0
2514736;1;2019-04-04;Vente;217500.0;8.0;RUE;BROCHANT;75017.0;PARIS 17;75;15.0;1.0
2514737;1;2019-04-04;Vente;420000.0;1.0;RUE;LACAILLE;75017.0;PARIS 17;75;45.0;2.0
2514743;1;2019-04-04;Vente;235000.0;102.0;RUE;LEMERCIER;75017.0;PARIS 17;75;32.0;2.0
2514745;1;2019-03-14;Vente;607500.0;7.0;RUE;NOLLET;75017.0;PARIS 17;75;60.0;3.0
2514746;1;2019-03-15;Vente;440000.0;25.0;RUE;JOUFFROY D'ABBANS;75017.0;PARIS 17;75;51.0;2.0
2514747;1;2019-03-27;Vente;65000.0;102.0;RUE;LEMERCIER;75017.0;PARIS 17;75;7.0;1.0
2514750;1;2019-04-04;Vente;259500.0;39.0;RUE;DE CHAZELLES;75017.0;PARIS 17;75;30.0;1.0
2514751;1;2019-05-04;Vente;575000.0;57.0;AV;DE VILLIERS;75017.0;PARIS 17;75;50.0;2.0
2514752;1;2019-03-25;Vente;5000.0;10.0;RUE;BARYE;75017.0;PARIS 17;75;34.0;3.0
2514754;1;2019-03-20;Vente;340000.0;45.0;RUE;SAUSSURE;75017.0;PARIS 17;75;45.0;2.0
2514755;1;2019-09-04;Vente;50000.0;56.0;BD;PEREIRE;75017.0;PARIS 17;75;10.0;1.0
2514757;1;2019-03-13;Vente;620000.0;24.0;RUE;BREY;75017.0;PARIS 17;75;55.0;3.0
2514758;1;2019-03-22;Vente;326000.0;40.0;RUE;GAUTHEY;75017.0;PARIS 17;75;22.0;1.0
2514760;1;2019-03-29;Vente;480000.0;115.0;RUE;DE ROME;75017.0;PARIS 17;75;19.0;1.0
2514761;1;2019-03-21;Vente;320000.0;1.0;RUE;AUMONT THIEVILLE;75017.0;PARIS 17;75;28.0;1.0
2514762;1;2019-03-26;Vente;511837.0;17.0;RUE;NOLLET;75017.0;PARIS 17;75;41.0;3.0
2514763;1;2019-01-04;Vente;277600.0;36.0;RUE;DE LA FELICITE;75017.0;PARIS 17;75;25.0;1.0
2514764;1;2019-03-04;Vente;500000.0;75.0;AV;DE WAGRAM;75017.0;PARIS 17;75;43.0;3.0
2514765;1;2019-03-29;Vente;430000.0;21.0;RUE;DES EPINETTES;75017.0;PARIS 17;75;54.0;3.0
2514767;1;2019-04-04;Vente;720800.0;17.0;RUE;VERNIQUET;75017.0;PARIS 17;75;72.0;2.0
2514769;1;2019-03-15;Vente;255700.0;67.0;RUE;DES DAMES;75017.0;PARIS 17;75;32.0;1.0
2514771;1;2019-03-29;Vente;325000.0;10.0;RUE;DES RENAUDES;75017.0;PARIS 17;75;28.0;1.0
2514772;1;2019-05-04;Vente;1218000.0;48.0;BD;PEREIRE;75017.0;PARIS 17;75;80.0;4.0
2514773;1;2019-03-21;Vente;296730.0;8.0;PAS;BOULAY;75017.0;PARIS 17;75;34.0;2.0
2514774;1;2019-04-04;Vente;1270000.0;6.0;IMP;DE LEVIS;75017.0;PARIS 17;75;110.0;3.0
2514775;1;2019-03-29;Vente;920000.0;10.0;RUE;GALVANI;75017.0;PARIS 17;75;113.0;3.0
2514776;1;2019-03-26;Vente;475000.0;97.0;RUE;DES MOINES;75017.0;PARIS 17;75;45.0;3.0
2514777;1;2019-03-27;Vente;841412.7;28.0;AV;CARNOT;75017.0;PARIS 17;75;65.0;3.0
2514778;1;2019-01-04;Vente;975000.0;93.0;RUE;LEMERCIER;75017.0;PARIS 17;75;70.0;3.0
2514780;1;2019-03-21;Vente;299000.0;8.0;PAS;BOULAY;75017.0;PARIS 17;75;31.0;2.0
2514781;1;2019-10-04;Vente;175000.0;11.0;PAS;GEFFROY DIDELOT;75017.0;PARIS 17;75;10.0;1.0
2514782;1;2019-03-22;Vente;280000.0;29.0;RUE;GUY MOQUET;75017.0;PARIS 17;75;32.0;2.0
2514785;1;2019-03-22;Vente;382400.0;133.0;AV;DE SAINT OUEN;75017.0;PARIS 17;75;44.0;2.0
2514786;1;2019-03-22;Vente;382400.0;133.0;AV;DE SAINT OUEN;75017.0;PARIS 17;75;55.0;2.0
2514787;1;2019-03-19;Vente;293000.0;13.0;RUE;DARCET;75017.0;PARIS 17;75;30.0;2.0
2514788;1;2019-03-20;Vente;926000.0;37.0;RUE;LACROIX;75017.0;PARIS 17;75;100.0;5.0
2514789;1;2019-03-27;Vente;214000.0;38.0;RUE;GUERSANT;75017.0;PARIS 17;75;22.0;1.0
2514791;1;2019-03-13;Vente;130000.0;14.0;PAS;CARDINET;75017.0;PARIS 17;75;16.0;1.0
2514793;1;2019-08-04;Vente;168000.0;147.0;RUE;LEGENDRE;75017.0;PARIS 17;75;27.0;2.0
2514794;1;2019-09-04;Vente;160000.0;98.0;RUE;SAUSSURE;75017.0;PARIS 17;75;20.0;1.0
2514795;1;2019-03-21;Vente;320000.0;87.0;RUE;CARDINET;75017.0;PARIS 17;75;34.0;2.0
2514796;1;2019-02-04;Vente;595000.0;15.0;RUE;FOURCROY;75017.0;PARIS 17;75;80.0;3.0
2514797;1;2019-03-29;Vente;2900000.0;8.0;RUE;DE PHALSBOURG;75017.0;PARIS 17;75;216.0;6.0
2514798;1;2019-03-29;Vente;2900000.0;8.0;RUE;DE PHALSBOURG;75017.0;PARIS 17;75;25.0;1.0
2514799;1;2019-03-23;Vente;220000.0;28.0;RUE;SALNEUVE;75017.0;PARIS 17;75;20.0;1.0
2514804;1;2019-09-04;Vente;236190.0;41.0;RUE;SAUFFROY;75017.0;PARIS 17;75;26.0;2.0
2514805;1;2019-03-20;Vente;448400.0;55.0;RUE;DE TOCQUEVILLE;75017.0;PARIS 17;75;105.0;5.0
2514807;1;2019-08-04;Vente;256300.0;49.0;RUE;BOURSAULT;75017.0;PARIS 17;75;21.0;2.0
2514808;1;2019-03-25;Vente;565000.0;7.0;RUE;DARCET;75017.0;PARIS 17;75;59.0;3.0
2514809;1;2019-03-22;Vente;90000.0;90.0;RUE;NOLLET;75017.0;PARIS 17;75;9.0;1.0
2514810;1;2019-03-13;Vente;4600.0;8.0;RUE;DE MONBEL;75017.0;PARIS 17;75;137.0;5.0
2514811;1;2019-03-27;Vente;400000.0;3.0;RUE;JEAN BAPTISTE DUMAS;75017.0;PARIS 17;75;37.0;1.0
2514812;1;2019-03-28;Vente;335000.0;27.0;RUE;DU DOCTEUR HEULIN;75017.0;PARIS 17;75;35.0;2.0
2514813;1;2019-03-21;Vente;350000.0;25.0;BD;DE LA SOMME;75017.0;PARIS 17;75;40.0;2.0
2514814;1;2019-03-29;Vente;553000.0;182.0;BD;PEREIRE;75017.0;PARIS 17;75;64.0;3.0
2514815;1;2019-11-04;Vente;1275000.0;13.0;RUE;BROCHANT;75017.0;PARIS 17;75;106.0;5.0
2514818;1;2019-03-29;Vente;816510.0;16.0;RUE;JACQUEMONT;75017.0;PARIS 17;75;51.0;4.0
2514819;1;2019-03-25;Vente;662000.0;112.0;RUE;DE TOCQUEVILLE;75017.0;PARIS 17;75;67.0;2.0
2514820;1;2019-03-26;Vente;350350.0;9.0;RUE;BERZELIUS;75017.0;PARIS 17;75;40.0;2.0
2514822;1;2019-09-04;Vente;255000.0;17.0;RUE;DES MOINES;75017.0;PARIS 17;75;35.0;1.0
2514824;1;2019-03-22;Vente;1240200.0;8.0;RUE;BALNY D AVRICOURT;75017.0;PARIS 17;75;101.0;4.0
2514825;1;2019-03-21;Vente;200000.0;11.0;RUE;VILLEBOIS MAREUIL;75017.0;PARIS 17;75;26.0;1.0
2514826;1;2019-03-29;Vente;1245000.0;30.0;RUE;DES DAMES;75017.0;PARIS 17;75;74.0;4.0
2514827;1;2019-04-04;Vente;670000.0;23.0;RUE;LEON JOST;75017.0;PARIS 17;75;60.0;2.0
2514828;1;2019-03-27;Vente;875000.0;53.0;RUE;RENNEQUIN;75017.0;PARIS 17;75;90.0;4.0
2514830;1;2019-11-04;Vente;424767.0;63.0;RUE;DE LEVIS;75017.0;PARIS 17;75;33.0;2.0
2514831;1;2019-04-04;Vente;585000.0;17.0;RUE;JOUFFROY D'ABBANS;75017.0;PARIS 17;75;53.0;2.0
